date,mean_value,n_cells,file,var,site,site_lat,site_lon,type
2025-01-29,2.6080923507462686,201,tasmin_hadukgrid_uk_1km_day_20250101-20250131.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-01-30,5.694088152985074,201,tasmax_hadukgrid_uk_1km_day_20250101-20250131.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-01-30,0.7165782416044776,201,tasmin_hadukgrid_uk_1km_day_20250101-20250131.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-01-31,6.322620296952737,201,tasmax_hadukgrid_uk_1km_day_20250101-20250131.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-01-31,1.116317824937811,201,tasmin_hadukgrid_uk_1km_day_20250101-20250131.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-01,16.76727689676617,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-01,12.230731110074627,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-02,20.55399273165423,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-02,9.210801461442786,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-03,21.69929162779851,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-03,14.361196944962687,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-04,19.17880810789801,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-04,11.412347442475124,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-05,18.241084615982587,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-05,10.659257423818408,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-06,19.521445506840795,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-06,12.227874300373134,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-07,19.809137904228855,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-07,13.40255266635572,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-08,18.4316211909204,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-08,10.922088774875622,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-09,18.251156327736318,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-09,12.21689404539801,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-10,20.832944651741293,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-10,9.716811450559701,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-11,21.722408465485074,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-11,14.68467234141791,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-12,26.82998581312189,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-12,14.30067922108209,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-13,28.307383978544777,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-13,12.542366293532337,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-14,25.351703397077113,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-14,15.0703125,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-15,22.61756160603234,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-15,13.480211248445274,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-16,20.831006102300996,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-16,13.20917871579602,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-17,21.99492284670398,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-17,10.735181514303482,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-18,18.563243353544777,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-18,13.048964163557214,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-19,16.060464280161693,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-19,12.470542793843284,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-20,16.803142490671643,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-20,11.369709071828359,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-21,17.80712161847015,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-21,8.986809118470148,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-22,18.682403412624378,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-22,10.930314249067164,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-23,18.45625874533582,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-23,10.28621540733831,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-24,22.84071828358209,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-24,10.614252953980099,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-25,24.945652596393035,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-25,9.168716962064677,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-26,20.93671777829602,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-26,15.019735307835822,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-27,19.76004256063433,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-27,9.69717331312189,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-28,18.358573344216417,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-28,11.579553404850746,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-29,20.606945740049753,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-29,11.076579990671641,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-30,18.58533990205224,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-30,12.85917580068408,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-08-31,19.228355293843283,201,tasmax_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-08-31,11.793678093905474,201,tasmin_hadukgrid_uk_1km_day_20250801-20250831.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-01,19.300173935012438,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-01,12.720523359763682,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-02,18.15955379353234,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-02,11.17654889614428,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-03,15.270454368781095,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-03,9.940556009017413,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-04,17.624752215485074,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-04,10.876374961131841,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-05,18.313913829291046,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-05,9.891664723258707,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-06,19.918415733830845,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-06,10.521892490671641,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-07,21.304755519278608,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-07,14.802846120957712,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-08,18.180503731343283,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-08,10.600051500310945,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-09,19.25166647232587,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-09,7.9548789256840795,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-10,18.74367420708955,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-10,9.831773748445274,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-11,15.616249805659203,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-11,10.199685167910447,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-12,16.224638526119403,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-12,10.06718361318408,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-13,14.63690823227612,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-13,8.299576337064677,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-14,14.38721917754975,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-14,5.484695662313433,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-15,15.65868897699005,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-15,8.010110579912935,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-16,16.583440220771145,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-16,9.714299595771145,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-17,19.110808263370647,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-17,9.304624339241293,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-18,17.624149759017413,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-18,11.880703902363184,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-19,18.340946634017413,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-19,12.864525031094526,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-20,13.693592583955224,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
2025-09-20,11.285486629353233,201,tasmin_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmin,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmin
2025-09-21,13.800266246890548,201,tasmax_hadukgrid_uk_1km_day_20250901-20250930.nc,tasmax,"14 Forth St, Edinburgh",55.91174,-3.2771,tasmax
